Lat_GNSS,Long_GNSS,Height_GNSS,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magn_X,Magn_Y,Magn_Z
32.7674657,35.0495068,42.6,-0.041,-0.013,0.9905,0.02,-0.54,0.08,-18090.0,19920.0,-36730.0
32.7674656,35.0495068,42.59,-0.066,0.00725,1.0165,0.54,-0.36,0.08,-18070.0,19940.0,-36730.0
32.7674656,35.0495068,42.59,-0.06725,0.01475,0.99825,-0.1,0.32,0.0,-18060.0,19960.0,-36730.0
32.7674656,35.0495068,42.59,-0.051,0.00025,0.9835,-0.6,0.62,-0.04,-18090.0,19920.0,-36730.0
32.7674656,35.0495068,42.59,-0.03725,-0.0155,0.99125,-0.32,-0.38,-0.06,-18110.0,19910.0,-36730.0
32.7674656,35.0495068,42.59,-0.05275,-0.0025,1.00725,0.64,-0.64,0.04,-18120.0,19910.0,-36720.0
32.7674656,35.0495068,42.59,-0.0655,0.01725,1.01025,0.34,-0.06,0.06,-18110.0,19910.0,-36720.0
32.7674656,35.0495068,42.59,-0.05475,0.00925,0.9905,-0.5,0.78,-0.04,-18120.0,19900.0,-36720.0
32.7674656,35.0495068,42.59,-0.0395,-0.01075,0.98975,-0.64,0.3,0.0,-18130.0,19900.0,-36720.0
32.7674656,35.0495068,42.59,-0.0435,-0.01625,0.993,0.34,-0.58,0.02,-18150.0,19880.0,-36720.0
32.7674656,35.0495068,42.59,-0.06525,0.009,1.01675,0.78,-0.38,0.0,-18130.0,19890.0,-36720.0
32.7674656,35.0495068,42.59,-0.06475,0.017,0.99975,0.0,0.38,-0.02,-18110.0,19910.0,-36730.0
32.7674656,35.0495068,42.59,-0.0505,-0.00025,0.99025,-0.64,0.66,-0.04,-18110.0,19900.0,-36730.0
32.7674656,35.0495068,42.59,-0.03375,-0.0165,0.98725,-0.28,-0.32,-0.06,-18120.0,19880.0,-36730.0
32.7674656,35.0495068,42.59,-0.05325,-0.0025,1.00375,0.58,-0.58,0.04,-18120.0,19880.0,-36730.0
32.7674656,35.0495068,42.59,-0.06525,0.01575,1.01,0.4,-0.04,0.0,-18130.0,19870.0,-36730.0
32.7674656,35.0495068,42.59,-0.05425,0.01225,0.98925,-0.42,0.78,-0.02,-18120.0,19870.0,-36730.0
32.7674656,35.0495068,42.59,-0.0425,-0.00825,0.98775,-0.68,0.26,-0.02,-18120.0,19880.0,-36730.0
32.7674656,35.0495068,42.59,-0.04725,-0.01275,0.9965,0.28,-0.52,0.08,-18110.0,19890.0,-36730.0
32.7674656,35.0495068,42.59,-0.06825,0.00675,1.0155,0.72,-0.4,0.06,-18110.0,19890.0,-36730.0
32.7674656,35.0495068,42.59,-0.06275,0.01175,0.99525,-0.2,0.36,0.06,-18090.0,19910.0,-36730.0
32.7674656,35.0495068,42.6,-0.04725,0.001,0.9885,-0.6,0.5,0.02,-18070.0,19930.0,-36730.0
32.7674656,35.0495068,42.6,-0.0335,-0.0135,0.9845,-0.06,-0.36,-0.02,-18060.0,19940.0,-36730.0
32.7674656,35.0495068,42.6,-0.055,0.002,1.00775,0.54,-0.5,0.0,-18070.0,19920.0,-36730.0
32.7674656,35.0495068,42.6,-0.067,0.019,1.0145,0.3,0.04,0.04,-18060.0,19930.0,-36730.0
32.7674656,35.0495068,42.6,-0.0545,0.00625,0.98175,-0.48,0.82,-0.02,-18090.0,19900.0,-36730.0
32.7674656,35.0495068,42.6,-0.0385,-0.01325,0.98925,-0.56,0.16,-0.02,-18090.0,19910.0,-36730.0
32.7674656,35.0495068,42.6,-0.0485,-0.01225,0.99975,0.4,-0.66,0.02,-18090.0,19900.0,-36730.0
32.7674656,35.0495068,42.6,-0.065,0.013,1.01275,0.86,-0.28,0.06,-18070.0,19920.0,-36730.0
32.7674656,35.0495068,42.6,-0.0615,0.02125,0.99425,-0.24,0.46,-0.02,-18060.0,19920.0,-36730.0
32.7674656,35.0495068,42.6,-0.048,0.00025,0.994,-0.8,0.48,-0.02,-18060.0,19920.0,-36730.0
32.7674656,35.0495068,42.6,-0.035,-0.0145,0.98725,-0.06,-0.4,0.06,-18040.0,19940.0,-36740.0
32.7674656,35.0495068,42.6,-0.0585,0.00325,1.0075,0.66,-0.44,0.04,-18030.0,19950.0,-36740.0
32.7674656,35.0495068,42.6,-0.066,0.017,1.00875,0.24,0.04,0.04,-18030.0,19950.0,-36740.0
32.7674656,35.0495068,42.6,-0.0505,0.00875,0.98775,-0.5,0.74,-0.14,-18030.0,19940.0,-36740.0
